"","CellLine","Resolution","Resampling","PredictorType","Metric","Performance"
"1534","K562","50 kb","RUS","Distance","NPV",0.94
"1535","K562","50 kb","RUS","Distance","MCC",0.225
"1536","K562","50 kb","RUS","Distance","F1",0.333
"1537","K562","50 kb","RUS","Distance","AUC",0.727
"1538","K562","50 kb","RUS","Distance","Youden",0.331
"1539","K562","50 kb","RUS","Distance","AUPRC",0.269
"1540","K562","100 kb","RUS","OC","TN",335
"1541","K562","100 kb","RUS","OC","FN",36
"1542","K562","100 kb","RUS","OC","FP",262
"1543","K562","100 kb","RUS","OC","TP",51
"1544","K562","100 kb","RUS","OC","Total",684
"1545","K562","100 kb","RUS","OC","Sensitivity",0.586
"1546","K562","100 kb","RUS","OC","Specificity",0.561
"1547","K562","100 kb","RUS","OC","Kappa",0.07
"1548","K562","100 kb","RUS","OC","Accuracy",0.564
"1549","K562","100 kb","RUS","OC","Precision",0.163
"1550","K562","100 kb","RUS","OC","FPR",0.439
"1551","K562","100 kb","RUS","OC","FNR",0.097
"1552","K562","100 kb","RUS","OC","FOR",0.097
"1553","K562","100 kb","RUS","OC","NPV",0.903
"1554","K562","100 kb","RUS","OC","MCC",0.099
"1555","K562","100 kb","RUS","OC","F1",0.255
"1556","K562","100 kb","RUS","OC","AUC",0.614
"1557","K562","100 kb","RUS","OC","Youden",0.147
"1558","K562","100 kb","RUS","OC","AUPRC",0.156
"1559","K562","100 kb","RUS","OP","TN",346
"1560","K562","100 kb","RUS","OP","FN",35
"1561","K562","100 kb","RUS","OP","FP",251
"1562","K562","100 kb","RUS","OP","TP",52
"1563","K562","100 kb","RUS","OP","Total",684
"1564","K562","100 kb","RUS","OP","Sensitivity",0.598
"1565","K562","100 kb","RUS","OP","Specificity",0.58
"1566","K562","100 kb","RUS","OP","Kappa",0.086
"1567","K562","100 kb","RUS","OP","Accuracy",0.582
"1568","K562","100 kb","RUS","OP","Precision",0.172
"1569","K562","100 kb","RUS","OP","FPR",0.42
"1570","K562","100 kb","RUS","OP","FNR",0.092
"1571","K562","100 kb","RUS","OP","FOR",0.092
"1572","K562","100 kb","RUS","OP","NPV",0.908
"1573","K562","100 kb","RUS","OP","MCC",0.119
"1574","K562","100 kb","RUS","OP","F1",0.267
"1575","K562","100 kb","RUS","OP","AUC",0.64
"1576","K562","100 kb","RUS","OP","Youden",0.177
"1577","K562","100 kb","RUS","OP","AUPRC",0.197
"1578","K562","100 kb","RUS","Distance","TN",351
"1579","K562","100 kb","RUS","Distance","FN",31
"1580","K562","100 kb","RUS","Distance","FP",246
"1581","K562","100 kb","RUS","Distance","TP",56
"1582","K562","100 kb","RUS","Distance","Total",684
"1583","K562","100 kb","RUS","Distance","Sensitivity",0.644
"1584","K562","100 kb","RUS","Distance","Specificity",0.588
"1585","K562","100 kb","RUS","Distance","Kappa",0.113
"1586","K562","100 kb","RUS","Distance","Accuracy",0.595
"1587","K562","100 kb","RUS","Distance","Precision",0.185
"1588","K562","100 kb","RUS","Distance","FPR",0.412
"1589","K562","100 kb","RUS","Distance","FNR",0.081
"1590","K562","100 kb","RUS","Distance","FOR",0.081
"1591","K562","100 kb","RUS","Distance","NPV",0.919
"1592","K562","100 kb","RUS","Distance","MCC",0.155
"1593","K562","100 kb","RUS","Distance","F1",0.288
"1594","K562","100 kb","RUS","Distance","AUC",0.701
"1595","K562","100 kb","RUS","Distance","Youden",0.232
"1596","K562","100 kb","RUS","Distance","AUPRC",0.222
"1597","K562","10 kb","SMOTE","OC","TN",5188
"1598","K562","10 kb","SMOTE","OC","FN",405
"1599","K562","10 kb","SMOTE","OC","FP",862
"1600","K562","10 kb","SMOTE","OC","TP",301
"1601","K562","10 kb","SMOTE","OC","Total",6756
"1602","K562","10 kb","SMOTE","OC","Sensitivity",0.426
"1603","K562","10 kb","SMOTE","OC","Specificity",0.858
"1604","K562","10 kb","SMOTE","OC","Kappa",0.221
"1605","K562","10 kb","SMOTE","OC","Accuracy",0.812
"1606","K562","10 kb","SMOTE","OC","Precision",0.259
"1607","K562","10 kb","SMOTE","OC","FPR",0.142
"1608","K562","10 kb","SMOTE","OC","FNR",0.072
"1609","K562","10 kb","SMOTE","OC","FOR",0.072
"1610","K562","10 kb","SMOTE","OC","NPV",0.928
"1611","K562","10 kb","SMOTE","OC","MCC",0.23
"1612","K562","10 kb","SMOTE","OC","F1",0.322
"1613","K562","10 kb","SMOTE","OC","AUC",0.736
"1614","K562","10 kb","SMOTE","OC","Youden",0.284
"1615","K562","10 kb","SMOTE","OC","AUPRC",0.246
"1616","K562","10 kb","SMOTE","OP","TN",4667
"1617","K562","10 kb","SMOTE","OP","FN",330
"1618","K562","10 kb","SMOTE","OP","FP",1383
"1619","K562","10 kb","SMOTE","OP","TP",376
"1620","K562","10 kb","SMOTE","OP","Total",6756
"1621","K562","10 kb","SMOTE","OP","Sensitivity",0.533
"1622","K562","10 kb","SMOTE","OP","Specificity",0.771
"1623","K562","10 kb","SMOTE","OP","Kappa",0.183
"1624","K562","10 kb","SMOTE","OP","Accuracy",0.746
"1625","K562","10 kb","SMOTE","OP","Precision",0.214
"1626","K562","10 kb","SMOTE","OP","FPR",0.229
"1627","K562","10 kb","SMOTE","OP","FNR",0.066
"1628","K562","10 kb","SMOTE","OP","FOR",0.066
"1629","K562","10 kb","SMOTE","OP","NPV",0.934
"1630","K562","10 kb","SMOTE","OP","MCC",0.212
"1631","K562","10 kb","SMOTE","OP","F1",0.305
"1632","K562","10 kb","SMOTE","OP","AUC",0.733
"1633","K562","10 kb","SMOTE","OP","Youden",0.304
"1634","K562","10 kb","SMOTE","OP","AUPRC",0.226
"1635","K562","10 kb","SMOTE","Distance","TN",4585
"1636","K562","10 kb","SMOTE","Distance","FN",135
"1637","K562","10 kb","SMOTE","Distance","FP",1465
"1638","K562","10 kb","SMOTE","Distance","TP",571
"1639","K562","10 kb","SMOTE","Distance","Total",6756
"1640","K562","10 kb","SMOTE","Distance","Sensitivity",0.809
"1641","K562","10 kb","SMOTE","Distance","Specificity",0.758
"1642","K562","10 kb","SMOTE","Distance","Kappa",0.309
"1643","K562","10 kb","SMOTE","Distance","Accuracy",0.763
"1644","K562","10 kb","SMOTE","Distance","Precision",0.28
"1645","K562","10 kb","SMOTE","Distance","FPR",0.242
"1646","K562","10 kb","SMOTE","Distance","FNR",0.029
"1647","K562","10 kb","SMOTE","Distance","FOR",0.029
"1648","K562","10 kb","SMOTE","Distance","NPV",0.971
"1649","K562","10 kb","SMOTE","Distance","MCC",0.378
"1650","K562","10 kb","SMOTE","Distance","F1",0.416
"1651","K562","10 kb","SMOTE","Distance","AUC",0.861
"1652","K562","10 kb","SMOTE","Distance","Youden",0.567
"1653","K562","10 kb","SMOTE","Distance","AUPRC",0.383
"1654","K562","25 kb","SMOTE","OC","TN",1877
"1655","K562","25 kb","SMOTE","OC","FN",167
"1656","K562","25 kb","SMOTE","OC","FP",484
"1657","K562","25 kb","SMOTE","OC","TP",184
"1658","K562","25 kb","SMOTE","OC","Total",2712
"1659","K562","25 kb","SMOTE","OC","Sensitivity",0.524
"1660","K562","25 kb","SMOTE","OC","Specificity",0.795
"1661","K562","25 kb","SMOTE","OC","Kappa",0.231
"1662","K562","25 kb","SMOTE","OC","Accuracy",0.76
"1663","K562","25 kb","SMOTE","OC","Precision",0.275
"1664","K562","25 kb","SMOTE","OC","FPR",0.205
"1665","K562","25 kb","SMOTE","OC","FNR",0.082
"1666","K562","25 kb","SMOTE","OC","FOR",0.082
"1667","K562","25 kb","SMOTE","OC","NPV",0.918
"1668","K562","25 kb","SMOTE","OC","MCC",0.249
"1669","K562","25 kb","SMOTE","OC","F1",0.361
"1670","K562","25 kb","SMOTE","OC","AUC",0.721
"1671","K562","25 kb","SMOTE","OC","Youden",0.319
"1672","K562","25 kb","SMOTE","OC","AUPRC",0.277
"1673","K562","25 kb","SMOTE","OP","TN",1808
"1674","K562","25 kb","SMOTE","OP","FN",151
"1675","K562","25 kb","SMOTE","OP","FP",553
"1676","K562","25 kb","SMOTE","OP","TP",200
"1677","K562","25 kb","SMOTE","OP","Total",2712
"1678","K562","25 kb","SMOTE","OP","Sensitivity",0.57
"1679","K562","25 kb","SMOTE","OP","Specificity",0.766
"1680","K562","25 kb","SMOTE","OP","Kappa",0.226
"1681","K562","25 kb","SMOTE","OP","Accuracy",0.74
"1682","K562","25 kb","SMOTE","OP","Precision",0.266
"1683","K562","25 kb","SMOTE","OP","FPR",0.234
"1684","K562","25 kb","SMOTE","OP","FNR",0.077
"1685","K562","25 kb","SMOTE","OP","FOR",0.077
"1686","K562","25 kb","SMOTE","OP","NPV",0.923
"1687","K562","25 kb","SMOTE","OP","MCC",0.252
"1688","K562","25 kb","SMOTE","OP","F1",0.362
"1689","K562","25 kb","SMOTE","OP","AUC",0.726
"1690","K562","25 kb","SMOTE","OP","Youden",0.336
"1691","K562","25 kb","SMOTE","OP","AUPRC",0.301
"1692","K562","25 kb","SMOTE","Distance","TN",1706
"1693","K562","25 kb","SMOTE","Distance","FN",111
"1694","K562","25 kb","SMOTE","Distance","FP",655
"1695","K562","25 kb","SMOTE","Distance","TP",240
"1696","K562","25 kb","SMOTE","Distance","Total",2712
"1697","K562","25 kb","SMOTE","Distance","Sensitivity",0.684
"1698","K562","25 kb","SMOTE","Distance","Specificity",0.723
"1699","K562","25 kb","SMOTE","Distance","Kappa",0.245
"1700","K562","25 kb","SMOTE","Distance","Accuracy",0.718
"1701","K562","25 kb","SMOTE","Distance","Precision",0.268
"1702","K562","25 kb","SMOTE","Distance","FPR",0.277
"1703","K562","25 kb","SMOTE","Distance","FNR",0.061
"1704","K562","25 kb","SMOTE","Distance","FOR",0.061
"1705","K562","25 kb","SMOTE","Distance","NPV",0.939
"1706","K562","25 kb","SMOTE","Distance","MCC",0.29
"1707","K562","25 kb","SMOTE","Distance","F1",0.385
"1708","K562","25 kb","SMOTE","Distance","AUC",0.797
"1709","K562","25 kb","SMOTE","Distance","Youden",0.406
"1710","K562","25 kb","SMOTE","Distance","AUPRC",0.354
"1711","K562","50 kb","SMOTE","OC","TN",962
"1712","K562","50 kb","SMOTE","OC","FN",110
"1713","K562","50 kb","SMOTE","OC","FP",219
"1714","K562","50 kb","SMOTE","OC","TP",71
"1715","K562","50 kb","SMOTE","OC","Total",1362
"1716","K562","50 kb","SMOTE","OC","Sensitivity",0.392
"1717","K562","50 kb","SMOTE","OC","Specificity",0.815
"1718","K562","50 kb","SMOTE","OC","Kappa",0.165
"1719","K562","50 kb","SMOTE","OC","Accuracy",0.758
"1720","K562","50 kb","SMOTE","OC","Precision",0.245
"1721","K562","50 kb","SMOTE","OC","FPR",0.185
"1722","K562","50 kb","SMOTE","OC","FNR",0.103
"1723","K562","50 kb","SMOTE","OC","FOR",0.103
"1724","K562","50 kb","SMOTE","OC","NPV",0.897
"1725","K562","50 kb","SMOTE","OC","MCC",0.172
"1726","K562","50 kb","SMOTE","OC","F1",0.301
"1727","K562","50 kb","SMOTE","OC","AUC",0.655
"1728","K562","50 kb","SMOTE","OC","Youden",0.207
"1729","K562","50 kb","SMOTE","OC","AUPRC",0.216
"1730","K562","50 kb","SMOTE","OP","TN",967
"1731","K562","50 kb","SMOTE","OP","FN",107
"1732","K562","50 kb","SMOTE","OP","FP",214
"1733","K562","50 kb","SMOTE","OP","TP",74
"1734","K562","50 kb","SMOTE","OP","Total",1362
"1735","K562","50 kb","SMOTE","OP","Sensitivity",0.409
"1736","K562","50 kb","SMOTE","OP","Specificity",0.819
"1737","K562","50 kb","SMOTE","OP","Kappa",0.182
"1738","K562","50 kb","SMOTE","OP","Accuracy",0.764
"1739","K562","50 kb","SMOTE","OP","Precision",0.257
"1740","K562","50 kb","SMOTE","OP","FPR",0.181
"1741","K562","50 kb","SMOTE","OP","FNR",0.1
"1742","K562","50 kb","SMOTE","OP","FOR",0.1
"1743","K562","50 kb","SMOTE","OP","NPV",0.9
"1744","K562","50 kb","SMOTE","OP","MCC",0.189
"1745","K562","50 kb","SMOTE","OP","F1",0.316
"1746","K562","50 kb","SMOTE","OP","AUC",0.668
"1747","K562","50 kb","SMOTE","OP","Youden",0.228
"1748","K562","50 kb","SMOTE","OP","AUPRC",0.243
"1749","K562","50 kb","SMOTE","Distance","TN",847
"1750","K562","50 kb","SMOTE","Distance","FN",63
"1751","K562","50 kb","SMOTE","Distance","FP",334
"1752","K562","50 kb","SMOTE","Distance","TP",118
"1753","K562","50 kb","SMOTE","Distance","Total",1362
"1754","K562","50 kb","SMOTE","Distance","Sensitivity",0.652
"1755","K562","50 kb","SMOTE","Distance","Specificity",0.717
"1756","K562","50 kb","SMOTE","Distance","Kappa",0.226
"1757","K562","50 kb","SMOTE","Distance","Accuracy",0.709
"1758","K562","50 kb","SMOTE","Distance","Precision",0.261
"1759","K562","50 kb","SMOTE","Distance","FPR",0.283
"1760","K562","50 kb","SMOTE","Distance","FNR",0.069
"1761","K562","50 kb","SMOTE","Distance","FOR",0.069
"1762","K562","50 kb","SMOTE","Distance","NPV",0.931
"1763","K562","50 kb","SMOTE","Distance","MCC",0.266
"1764","K562","50 kb","SMOTE","Distance","F1",0.373
"1765","K562","50 kb","SMOTE","Distance","AUC",0.749
"1766","K562","50 kb","SMOTE","Distance","Youden",0.369
"1767","K562","50 kb","SMOTE","Distance","AUPRC",0.28
"1768","K562","100 kb","SMOTE","OC","TN",488
"1769","K562","100 kb","SMOTE","OC","FN",60
"1770","K562","100 kb","SMOTE","OC","FP",109
"1771","K562","100 kb","SMOTE","OC","TP",27
"1772","K562","100 kb","SMOTE","OC","Total",684
"1773","K562","100 kb","SMOTE","OC","Sensitivity",0.31
"1774","K562","100 kb","SMOTE","OC","Specificity",0.817
"1775","K562","100 kb","SMOTE","OC","Kappa",0.103
"1776","K562","100 kb","SMOTE","OC","Accuracy",0.753
"1777","K562","100 kb","SMOTE","OC","Precision",0.199
"1778","K562","100 kb","SMOTE","OC","FPR",0.183
"1779","K562","100 kb","SMOTE","OC","FNR",0.109
"1780","K562","100 kb","SMOTE","OC","FOR",0.109
"1781","K562","100 kb","SMOTE","OC","NPV",0.891
"1782","K562","100 kb","SMOTE","OC","MCC",0.107
"1783","K562","100 kb","SMOTE","OC","F1",0.242
"1784","K562","100 kb","SMOTE","OC","AUC",0.625
"1785","K562","100 kb","SMOTE","OC","Youden",0.128
"1786","K562","100 kb","SMOTE","OC","AUPRC",0.162
"1787","K562","100 kb","SMOTE","OP","TN",471
"1788","K562","100 kb","SMOTE","OP","FN",55
"1789","K562","100 kb","SMOTE","OP","FP",126
"1790","K562","100 kb","SMOTE","OP","TP",32
"1791","K562","100 kb","SMOTE","OP","Total",684
"1792","K562","100 kb","SMOTE","OP","Sensitivity",0.368
"1793","K562","100 kb","SMOTE","OP","Specificity",0.789
"1794","K562","100 kb","SMOTE","OP","Kappa",0.116
"1795","K562","100 kb","SMOTE","OP","Accuracy",0.735
"1796","K562","100 kb","SMOTE","OP","Precision",0.203
"1797","K562","100 kb","SMOTE","OP","FPR",0.211
"1798","K562","100 kb","SMOTE","OP","FNR",0.105
"1799","K562","100 kb","SMOTE","OP","FOR",0.105
"1800","K562","100 kb","SMOTE","OP","NPV",0.895
"1801","K562","100 kb","SMOTE","OP","MCC",0.124
"1802","K562","100 kb","SMOTE","OP","F1",0.261
"1803","K562","100 kb","SMOTE","OP","AUC",0.635
"1804","K562","100 kb","SMOTE","OP","Youden",0.157
"1805","K562","100 kb","SMOTE","OP","AUPRC",0.165
"1806","K562","100 kb","SMOTE","Distance","TN",438
"1807","K562","100 kb","SMOTE","Distance","FN",36
"1808","K562","100 kb","SMOTE","Distance","FP",159
"1809","K562","100 kb","SMOTE","Distance","TP",51
"1810","K562","100 kb","SMOTE","Distance","Total",684
"1811","K562","100 kb","SMOTE","Distance","Sensitivity",0.586
"1812","K562","100 kb","SMOTE","Distance","Specificity",0.734
"1813","K562","100 kb","SMOTE","Distance","Kappa",0.199
"1814","K562","100 kb","SMOTE","Distance","Accuracy",0.715
"1815","K562","100 kb","SMOTE","Distance","Precision",0.243
"1816","K562","100 kb","SMOTE","Distance","FPR",0.266
"1817","K562","100 kb","SMOTE","Distance","FNR",0.076
"1818","K562","100 kb","SMOTE","Distance","FOR",0.076
"1819","K562","100 kb","SMOTE","Distance","NPV",0.924
"1820","K562","100 kb","SMOTE","Distance","MCC",0.231
"1821","K562","100 kb","SMOTE","Distance","F1",0.343
"1822","K562","100 kb","SMOTE","Distance","AUC",0.698
"1823","K562","100 kb","SMOTE","Distance","Youden",0.32
"1824","K562","100 kb","SMOTE","Distance","AUPRC",0.205
